puzzle,solution,clues,difficulty,level
...17...9..96.....7.......24.12.....9...3..5.........329.7..4....3.1.9..5...2.6..,382174569159682347746593182431257896967831254825946713298765431673418925514329678,24,5.6,Expert
8..1.......57.6..1.3..9.......87.2........7.......45837......9.2.6..........1.8.5,867143952925786431431592678543871269682359714179264583718425396256938147394617825,23,6.1,Expert
..3...58....4.2....7......64...5.....8.7...13.3....6..35..4...7.6....9....297....,623197584598462731174583296416359872985726413237814659359648127761235948842971365,24,5.8,Expert
.4.56.........9..75....2..3.......3.9.3....24.8....9.1..6.1..5.......4...9...421.,847563192632149587519872643261497835953681724784325961476218359125936478398754216,24,6.6,Expert
.3.....2..1..4......5.673....9..4.17........9547......1...7.2....6......4...96..5,634958721718243596925167348289534617361782459547619832193875264856421973472396185,24,5.8,Expert
1.7..2.8.....6........18..9....34.....5...7..21.6...5.5.......6..98..4...41.95...,197452683852963147463718529786534291935281764214679358528147936379826415641395872,25,5.9,Expert
.45.1...27..5..6..9.6..2..5.7.3.6.2.....459....2....6........18..47....9......4..,345618792728539641916472835579386124163245987482197563657924318834761259291853476,26,6.0,Expert
.6.8.3.....34..2.8....9...76...24....7......15.....4.....1.96........51.38.6.....,267853149193476258854291367619324875472568931538917426725139684946782513381645792,24,5.7,Expert
...6......61....454.39.....58..4....9..3.5........86.....4.7...3...6..82....3.1..,895674213761823945423951768582746391976315824134298657219487536357169482648532179,24,7.0,Expert
..7..83..9....57.63......4........2...9.6....7.54...1....8..2..8.39.1....5.......,567148392914235786382796145638517429149362857725489613496853271873921564251674938,23,5.6,Expert
.75.....22....139...9..8...6....9283...8......9......7.........7..432.....4187...,175396842268741395439258671647519283512873469893624157381965724756432918924187536,25,5.8,Expert
351.......2.576.....6........2.1...5.8.7..1..1...4...3......6...4..68.92.....4.8.,351982476824576931976431258732619845485723169169845723298357614547168392613294587,25,6.5,Expert
8......9...31.6.....4...5.1.4.7.....5...6.23..2...5...7.93..81.........3....8..2.,816254397953176482274938561648723159597461238321895746769342815482519673135687924,24,7.2,Expert
1.74....8.39...6.......79....8..4...7..58.........63........1....37...2.4...12.73,157469238239851647684327951328194765796583412541276389872635194913748526465912873,25,5.9,Expert
2.......81.72.43........7.......92.....7...8..6.12...4.5.3.....9...16..2..14....6,235967148187254369649831725714689253592743681863125974456392817978516432321478596,25,6.1,Expert
63.7.....4....2.1..9..1.....4..9...5..9.8.2.4...4...8....3.......612..7.5.......2,631748529475932816892516347348291765159687234267453981724369158986125473513874692,24,6.1,Expert
.1.6........5.71....5....94...4..6.......8...9..1.657.1.4........382....5....47..,218649357439587126675213894851472639367958241942136578124765983793821465586394712,24,5.8,Expert
....7...5.95..2..487...63..64....853..7...6..........2..6.98............1....5...,264379185395182764871456329642917853987523641513864972436298517759641238128735496,23,5.8,Expert
.2..6...7..1..7.5..851....2.5....2.6...4.....3....9...8....6139...79.6...........,423965817691287354785134962159378246268451793347629581872546139514793628936812475,24,6.0,Expert
...35..126..7.85...............1..2.75......3.....4..8..1.......8.6.....42...59..,849356712613728549275491386368917425754862193192534678531279864987643251426185937,22,7.3,Expert
5...4.68.....8924....5.......94...7........3..6.1....8....2.....4....7..7.3.5..2.,597243681631789245428561397859436172172895436364172958986327514245918763713654829,23,6.2,Expert
5.7..36......5...9...71......1..4...7......16....3..2....24.1...19..8.....2....83,527893641163452879894716532231684795748925316956137428385249167619378254472561983,24,6.0,Expert
6.......9..1.9..4...712.....327......4...5.........49.7...8.3.....5......6..3.9.8,628354719351697842497128563532749681149865237876213495714982356983576124265431978,23,6.3,Expert
4.62..3...1.....8.....1......83.4.6.14....5.....9....8........9.6.....5.9.35..2..,486295371315476982729813645598324167142687593637951428854162739261739854973548216,23,6.2,Expert
...6....4.1...36.........5..5..4..2....289..5.6......7.2.9....1..5.62....741.....,582697314417523698396418752851746923743289165269351847628974531135862479974135286,24,5.6,Expert
..3..72...5..9..6...7..1.....2..8..........9..49...51...6.1974..7.4.39.....8....6,493687251158392467627541839312958674765124398849736512586219743271463985934875126,26,5.8,Expert
.8..6.3....7.9....659....4.7.....2.......2.6...1.8...5..4.7.......8....98..1.3..4,482561397137498526659237148765914283348752961921386475514679832273845619896123754,24,6.1,Expert
......3....356..8..9..32....2.....45.3.4........9.6.1.4.......1..6179.3......5...,162894357743561289895732164927318645631457892584926713479683521256179438318245976,24,5.8,Expert
..9.......84.17.......34..67...9.6.5..8.........7.6.........4....234.1..9.1...8..,539862741684517293127934586713498625268153974495726318376281459852349167941675832,23,5.6,Expert
49.7....6.2....7.....593.....8.....23..1.9.4.....5.3..9.4..5..31...7.........4.5.,495782136823641795671593284518437962367129548249856317984215673156378429732964851,25,6.0,Expert
.2....6....5.9...44.....2.1...4.85...7...9...5.8.6..9.....7..1.2.7..4..3...6....5,721845639635291874489736251392418567176529348548367192853972416267154983914683725,25,5.7,Expert
..2.8....38.7...5.6.45.........13...1..2..6....7...1..8...5...6.7.....2......948.,752981364381746259694532871965813742138274695247695138823457916479168523516329487,24,6.1,Expert
4.1...7...5..68....7......99......78...8..........154...4.3....2..9..8...96....2.,461529783359768412872143659913654278645872931728391546584236197237915864196487325,23,5.7,Expert
2.........1529..7..8.6.........6...28..52.....7..314.5.3..1...77.....3.......5..4,267148539415293678389657241153764982846529713972831465534916827791482356628375194,25,6.8,Expert
.....3.918....6.....95......4..3..58..68...3..5..7.2......42......16..8.2.4...9..,425783691831296547769514823142639758976825134358471269687942315593167482214358976,25,5.6,Expert
....971...3.....4....4.6..52.58......89.........9......74..258...........6...87.1,456297138732185946891436275215874693389621457647953812174362589528719364963548721,23,6.2,Expert
...9....8...17.4..........3.546..3..1...24..7..7.9.1.......65....6...89..45......,461935278389172456572468913854617329193524687627893145918746532736251894245389761,24,6.2,Expert
.24.75....5...3..9....6.....7..1..2......9.3.......91781.59....5...2.7..4.......6,124975368658243179739861452976314825281759634345682917817596243563428791492137586,25,6.7,Expert
...........13...6...396.7.8.6..978...19..6.7.....2...........25.9261.4....7..8..9,986574231751382964423961758265197843819436572374825196138749625592613487647258319,27,5.9,Expert
82..3.6.....2..15....5.......1..53.9.4..9........6..8....6...2...2..3.745....4...,825139647796248153134576298271485369648392715359761482483657921962813574517924836,24,5.9,Expert
..4..9..65...8..2........1....1......2.9.....9....6.78.3...1....4...2...8...7.249,384219756561784923792365814476158392128937465953426178239541687647892531815673249,23,6.7,Expert
3.6....4.........1.2...13.9...1.2.....7..5.2.....4.8..6.87..9....1..3.68.5.......,316598247894237651725461389583172496947685123162349875638754912471923568259816734,24,6.4,Expert
............6.5.9..29.1..4.....8.1...3..4.56...43....8....67.2.8.........631.....,356492781481675392729813645597286134238741569614359278145967823872534916963128457,23,6.9,Expert
..4...2.3.51..37.......4..1...7.....9.624..........1.......5...2...3...873.6....9,894176253651823794327594681143758926976241835582369147468915372219437568735682419,23,6.1,Expert
5.8.......9...87.......3..9...7....1....6.2..836.......5....9..4..1.5.3....9...2.,568497312392518746174623589245739861917864253836251497651382974429175638783946125,22,6.6,Expert
.3.6...7...6...3....2...85...4.21....8...4.2..7.3....4...7..5.......2....53.4..9.,839615472546287319712493856964821735385974621271356984128769543497532168653148297,24,5.6,Expert
2...5........91....71....5.......2.48..6.9...73.......9..8..4......3..9.4.5...86.,296358147548791326371264958659173284812649735734582619963825471187436592425917863,23,6.0,Expert
2.8..9..46.........94..53...2....1.....9.......7564..8...4.8..3.8.2.3.5...3......,238719564651342879794685321926837145845921637317564298562498713189273456473156982,25,6.1,Expert
..1....48....23.9.7..1..5.....6..815....31.........6..51...94..8.9.6.........2...,231956748458723196796148523372694815965831274184275639517389462829467351643512987,24,6.2,Expert
.4...37..6...1..3.......284.....93.17...8...2..93...6..........8..6.7.....219..5.,548923716627814935391756284284569371763481592159372468916235847835647129472198653,25,6.9,Expert
7....4.5....58...4..5..238..6..3..75...1..........6..1.8...3......9...3..23.5..9.,798314652236589714415762389961438275842175963357296841589643127674921538123857496,25,5.7,Expert
5....6.....7.9...6..91..3.......7.182........3.8.4....1..4...6....5..9.2..4..9...,581736294437892156629154387945327618216985473378641529192473865763518942854269731,23,6.4,Expert
7.....5...8.........2....3..1.5..64..9...7..1...1.4...2..7......782.51......81..6,743912568589673214162458937817539642496827351325164879231796485678245193954381726,24,5.7,Expert
..1..54.7.......65...3.....2...8...97......8....7.1..6.7...9...9.4........61.2.5.,631825497842917365597364812213586749769243581458791236175439628924658173386172954,23,5.6,Expert
3..7......4...9...7.1..32...3487..6..18.....56..2.....8..6.........5.386.......9.,369742518542189673781563249234875961918436725675291834893617452127954386456328197,25,5.6,Expert
...35.7.......13.4.7.......54.8.....6......9...72....8.34..25..16...4..7...5.....,486359712259671384371428956543896271628713495917245638734182569165934827892567143,24,5.9,Expert
6..1...4..32......4.9...6..........2.8...9...2...46.3.....6...5..6..2.7.3.1.5...9,678195243132684597459273681964318752783529416215746938847961325596832174321457869,24,5.6,Expert
..652....4.3..8..6.1......3.......27637..1..5.2....6....16.5.......4....5....79..,986523174453718296712469853149856327637291485825374619291635748378942561564187932,25,5.9,Expert
..7....562..6.1....1.5...3.........4.....468..9.82.....6...5.....3..9..8.8.1...2.,837492156245631879619578432578316294321954687496827513962785341153249768784163925,24,5.7,Expert
2..45.38.6.......2.83..9..........57....47......3..84...9.8.....519.....72....1..,217456389695813472483729561934168257568247913172395846349681725851972634726534198,25,5.9,Expert
....8.5........3..9.....812.3.7....526..5.....5....624..8..2...3....9....9.37...6,723481569681295347945637812134726985269854731857913624578162493316549278492378156,25,6.5,Expert
..7.13..5.6....8.....5..9......36..4..2....3...8..7..94.6.......9.....2..7.9.1...,927813645365749812814562973759236184642198537138457269486325791591674328273981456,23,6.7,Expert
...97......8....6..214..9........8.3....8......62.3.4.1..5.23..8.9.....5..3...7..,634971258978325164521468937412659873395784612786213549147592386869137425253846791,24,7.1,Expert
1.5.....8..2....7.....42.3..3...9..2.8...6..5.......9.7..683...8...2...6.....47..,145367928362891574978542631437159862289476315651238497714683259893725146526914783,24,5.7,Expert
....3.86.....2.....9.6.........4...3..1...5..7.5..1.8.9...5..1.16.4...3.5..2..7..,257134869416928357893675421689542173321789546745361982972853614168497235534216798,24,5.7,Expert
.....3......85.....4376...5..63.7.4...21..7..9.......8......2..7.....516.2...1..7,258413679679852431143769825516387942482196753937524168361975284794238516825641397,25,6.0,Expert
...8.......15...784..6..1...4.7.......295....6...8.2....9...4..2....7.51.3.4.....,927831564361542978458679132143726895872954316695183247719265483284397651536418729,24,5.8,Expert
27..8.6....4..2..3...9..5..64.3..9....3.2.1.6.......4.35.8.6........7...9........,275183694194652783836974521642315978783429156519768342357846219461297835928531467,24,5.6,Expert
..42...35....9.2....3.51..........8.1....67...3..1.62.......9...67..4...4....7..2,694278135815493276273651498956742381142386759738519624321865947567924813489137562,24,5.6,Expert
.7...416.....62........7..8.41...52.7.........2..1...94.5.7..9....5.6....8..2..1.,278954163134862957659137248841793526796245381523618479465371892912586734387429615,25,5.6,Expert
3.....4.6....1..9..26...7.....4........8...71..2..1.6......9.3.13..725....8......,391257486784316295526948713917463852463825971852791364245189637139672548678534129,23,5.9,Expert
...7.3...78..1......5..4.2.........6....59..1.58.3.....32.......1....9....4..2.8.,429763158783215649165984723341827596276459831958631274832596417517348962694172385,22,5.7,Expert
51......2...2...8.6.....4....9.....14...8.......16...5..8..49......1..7.72.......,517843692394256187682791453869425731451387269273169845138574926945612378726938514,21,5.7,Expert
..9.2......51..........986.....4...75.7...1.3..38...9.......7.....21.....4..6...2,869425371375186429214739865196543287587692143423871596632954718958217634741368952,22,5.8,Expert
5..9..4.....46...2....7...3.8.....4..5...6......7...29..1...8..2....9.3.74.......,573912486819463752624578913987325641452196378136784529391257864265849137748631295,22,5.9,Expert
7.....5.9........2.9.6..17...3..5.....98.....5..74.....4..2.95...6..9.3......6.27,784231569651987342392654178263195784479863215518742693147328956826579431935416827,25,6.5,Expert
....685...4.......758.2.4........1.64..2...3...3.8.2...7.5.....2..3.......1...92.,319468572642957318758123469825734196467291835193685247974512683286349751531876924,24,6.1,Expert
.3..4.1.25..8......2.61...9..8.......9......574.1.......6..9.2..7..6.9.....5..34.,639745182517892634824613579368954217291387465745126893156439728473268951982571346,25,5.7,Expert
..6.1..589..4..6......9....2.9.7.........2.9..7.....32....85...7.......314....58.,426713958935428671817596324269374815384152796571869432693285147758941263142637589,24,6.3,Expert
..8.67.3...324.6....9...1...7281.....8...45.....7..8....5.3..6.......2..2..4...1.,128967435753241689649583127472815396986324571531796842895132764314679258267458913,26,6.6,Expert
...2...915.........7....5.2...9.5.67..4...........6.3.1.869...4493....1....1.....,846253791512749683379861542231985467964317825785426139158692374493578216627134958,24,5.8,Expert
.374...1......8.....4..7.2326.7................9...4.57.5..1.8.9..6..1......9...7,537429816692138754184567923261754398453986271879213465725341689948675132316892547,24,5.7,Expert
5.8....3.....6....2..81...9.7.9.8....6.1.......9.4.5.1....7.2.3.5...2..66........,518794632947263815236815749175928364364157928829346571481679253753482196692531487,24,5.9,Expert
..2....3.5..7..9.8...6.35...2...8.....1...7..8...75...96..8..52......8.....542...,692854137543721968187693524726318495451269783839475216964187352275936841318542679,25,6.7,Expert
.......5.9..2...13.3.59.6..7...12.....8.3..95....5......13..8..4.3..7..6....2...1,127643958965278413834591672759812364618734295342956187271365849493187526586429731,26,6.2,Expert
..5.....4..972.16.6..43....8.21..3.9...8.......3....7..5.......3..96.7....7....2.,785691234439728165621435987872156349964873512513249876256317498348962751197584623,25,5.9,Expert
9...7..81..1.....64......2..9.7.......59.4...1...65..73.4...7...1..8.....29...3..,936472581251893476478651923692738154785914632143265897364529718517386249829147365,25,5.6,Expert
2...18...8...7...9..56.........53..7..8..7....1.4.9.5..6.5..2...........3.2....95,236918574841275369975634821624853917598167432713429658467591283159382746382746195,24,5.8,Expert
567...8.......85.33......2.....4.....9.5.1....8.7..4..1.....38..3...9.7..7.8..2..,567312849912478563348965127753246918496581732281793456129657384834129675675834291,25,7.2,Expert
.....6..58.1.......6....7.992....5.....24...6..4..3....7...9....9.36....2....71..,739126845851794362462835719923671584517248936684953271375419628198362457246587193,23,6.0,Expert
.....4...27..3..5.4.....9....8......3...5...1...4..53..1....8.46...18...5....76..,865794123279136458431825967158379246394652781726481539912563874647218395583947612,23,5.6,Expert
4......2.......1..97.63..5.25..7..1........7....48.5....47...6....54......32..9..,431857629865924137972631854258379416349165278617482593524798361196543782783216945,24,6.2,Expert
...7...2.....2..7..8...16....1...9.4..41562............6...8..1..5....4.9....3...,139765428546829173782431695651372984894156237273984516467298351325617849918543762,22,5.6,Expert
29..4.8............748.6....43.2...5..2..1...1..3.52.......47.1.1..9..5.......3.6,291547863368912574574836912643729185952481637187365249839654721716293458425178396,26,5.8,Expert
51......9..2.4.6....4.....58..9...7.9...2.36......1.....7...........4.8..8..39..7,518362749792845613634197825861953472975428361243671598127586934359714286486239157,23,5.8,Expert
79.8.......5.7.8..31...2.....94.3.8.4......2.....21.4.....9.....3....67.8....45..,796835214245179863318642957129453786453786129687921345561297438934518672872364591,25,6.9,Expert
...17.5..3..28.....1....2.86...45..7.9..6...........8.9..4...1.7.......4..2..796.,286174539357289641419356278623845197198763425574921386965438712731692854842517963,25,6.5,Expert
23...49......2...8.78..1...6.5.4.3....7......4....9..2...3.5.1...1..284.3........,236874951149526738578931426625148379897253164413769582964385217751692843382417695,25,5.6,Expert
........9..4.8.15..93..5.....7...8..8...64.....5..3..6...7...6..2..3.7.5...1.2...,581247639674389152293615478967521843832964517415873926349758261128436795756192384,24,5.9,Expert
..6.....784.9..5.....1.56...7...9.6..8...3...6......35....9.2....2.....4...4.187.,156832947843976512297145683371259468584613729629784135468397251712568394935421876,25,5.9,Expert
79..6...13...9.7....4...........92..9.1.83....3.57..4....8...6.8..........6.1..5.,798364521365192784214758936587649213941283675632571849179835462853426197426917358,24,7.2,Expert
..4........241...88....9..1...7.6.5.7...981.69..1.....46.....27...56..........9..,614837295392415678857629431128746359735298146946153782463981527279564813581372964,25,6.1,Expert
246............9.......876.....4.3.....5...9...369..5...2....7..3.4.......91.2...,246719538578364912391258764957841326614523897823697451462985173135476289789132645,22,6.3,Expert
.2.3....1..5.8...78....9.3......4...4895.....3..9...1...6.5.2.......78......2....,927345681135682497864719532671234958489571326352968714716853249243197865598426173,23,5.7,Expert
........4..7489.3.....67..8.56..........4...9..4..3.71.9.2......4..9.1..3....1...,839512764617489235425367918156978342273145689984623571791234856548796123362851497,24,5.7,Expert
....9..4...9.12.8..5..4..7...12.4...8.7.61.3.6....8..2......9..316..............8,273895641469712583158643279931254867827961435645378192582437916316589724794126358,25,5.8,Expert
.....3....2..4.8.....8...95....784......9..2...6....17.4.......79.52..6.3....1...,819753642523649871674812395951278436437196528286435917145367289798524163362981754,23,6.3,Expert
...4..7.2.....7.....2.3..96..7......5..9..68.8.4....51..97.12...1...........48...,651489732938627514742135896197856423523914687864273951389761245416592378275348169,24,5.6,Expert
.1....27.....5.9...6...9..1....4.518..48........5...4.12...7653.7.......3...2....,913684275482751936765239481637942518254813769891576342128497653579368124346125897,25,6.0,Expert
.4......38......2..2.7...14....269...6.1...4...5.9....7......6..8.3..1.7...98....,147259683853641729926738514478526931269173845315894276792415368584362197631987452,24,5.7,Expert
5..7..82.1...5.6...7..3...5...9..........3.89...5.813478.2.......1.....26....4...,549761823132859647876432915318947256254613789967528134783295461491386572625174398,26,5.7,Expert
....4..12..3.7.......1953.....7..4..7..46..9...8...6.75..21..4..9.........2....8.,857346912913872564264195378639728451725461893148539627586213749491687235372954186,25,5.8,Expert
..846....6.....2.....5....7.6..9...4.3...8...8.1....9..94....86....1.3.......7..9,728463951645179238913582467562391874439758612871624593194235786287916345356847129,23,6.9,Expert
.9.8.....3......64....5.....81...2...........6..3.9.7.9....3........7.41.5.62.3..,496831752315972864278456913581764239739215486642389175967143528823597641154628397,22,5.6,Expert
54......1.78..65..321.............7....4........398.6...3.....8...87........624..,546739821978216543321584697832651974619427385457398162263945718194873256785162439,23,6.0,Expert
.3.1....28....9......4...1..837..9..47...6....5.........6.518...9..7..5.....2.3..,534187692821569743967432518183745926472896135659213487246351879398674251715928364,24,6.3,Expert
2.4.8.....1...2..5.6....78...24.....6....9....7....81....3....8....4..3.7.5...9..,254786391817932465963514782382451679641879523579263814426397158198645237735128946,23,5.6,Expert
5...9......21....7.9.2..48.6..72...8.3...1..6...........8...1....94......7...8..3,541897632862143957793265481615724398934581726287639514458372169329416875176958243,23,6.5,Expert
3...4.......67.....5..1..722....1.........4...1356.....6...9.17...8....6..8...9..,387245169129673584654918372245781693876392451913564728562439817491857236738126945,23,6.2,Expert
..9..3.161.37..8......5....3.8...1......3..8..5.8...7......6.9......4...791...4..,579483216123769845864152937348697152917235684256841379482376591635914728791528463,24,6.0,Expert
.8.......3.28...7...9.6.....6.2...9.2...476........7.2..3...5..7...56.1.6..1..9..,186725349352894176479361825567238491291547638834619752913482567748956213625173984,25,6.6,Expert
..6.3.......5.79.4.2.........2.19..54..3.....5.9....1......6..9.689...3.......86.,946238751813567924725194683682419375471385296539672418357826149268941537194753862,24,6.1,Expert
2....4.....135.....9..1..8.8..1.3........9......7...2........7.6..8..4.2157....9.,285964731761358249394217586872143965543629817916785324428596173639871452157432698,23,5.7,Expert
...1....44.2....6....5.8.......6.91..2.....3.3.....4..5...91.....7...6..8.4.....5,983126754452973861671548329748365912129487536365219487536791248217854693894632175,22,5.6,Expert
.....69.8..3....1.....9..3...293..8.....524..8.......5647.........275...1........,571326948963548217284791536452937681716852493839614725647189352398275164125463879,23,6.1,Expert
7.5...98..4..7..2.3.....7.5..6..2...4..8.....123.........54....2....1..3..4.8..9.,765324981841975326392168745986712534457839162123456879639547218278691453514283697,25,6.3,Expert
.6..7..4.1...8...2...4...1......9.....584.3..69.3....7.8.....6...9...2......5..74,962571843147683952853492716314729685725846391698315427481237569579164238236958174,24,7.7,Expert
.4.2....97......64632......3..8....5.2.1..7......9.....1..3......87..9.......6.5.,145267389789315264632948517391874625426153798857692431214539876568721943973486152,23,5.6,Expert
..54....1.....9.6..47.........8.......3...89..9...36.27...2.....147....5....5....,965472381231589467847316259426897513173265894598143672759624138614738925382951746,22,6.2,Expert
....4......5.7.....13.....8.6.1..9..2..3....1...2...3........6.9.8...4.....59...3,729841356685973214413625798364157982257389641891264537572438169938716425146592873,21,6.0,Expert
...9...2..6..219.......37..6....7...1.8.....5.7315...........6.4..3.65.18......4.,517948623364721958982563714645897132198632475273154896731485269429376581856219347,25,5.8,Expert
.....67..82...4.....98.....2....1.3.1..5..9.6....4..1.9...65...5.6..2..4.8.....2.,415236789827954361369817452294671538173528946658349217942165873536782194781493625,25,5.9,Expert
39.....8.8.7....5......8..61....3..22.87...957.....1.......452.9..5.2..8...9.....,396415287827396451451278936149653872238741695765829143673184529914532768582967314,26,5.6,Expert
.2.....67......31..8..1.2..93.5..8..2.4.....3.1..........734..2.6.2........65....,321845967547926318689317254936572841254168793718493526195734682463289175872651439,24,5.9,Expert
21......83.52...1..9......3.8.9.6..4..3.......695.3.8...8..1..9...36..5.......1..,217635948345298716896147523582916374173482695469573281658721439921364857734859162,26,5.8,Expert
.2......9.162...8.5.83.....83...2......9...427.....6.......67.5...8.3.......5..1.,327684159416295387598371264839462571651937842742518693984126735175843926263759418,24,6.8,Expert
6....928..8....6....5....1....246.......5...4.....8.3...691.3.82.......6.9...512.,647139285189524673325687419538246791972351864461798532756912348214873956893465127,26,6.1,Expert
.7.5.28.....38.4.2.2..7....2.........958.6.3.......1..8..2..6........5.49..4.....,374592816569381472128674359213745968495816237687923145841257693732169584956438721,24,6.0,Expert
9.3....4.6...7..8.8..2.......4..7................68235.....59..2..1....3....4..1.,973851642625374189841296357364527891582913764197468235418735926256189473739642518,22,6.6,Expert
..9....6...6.782.9.2.....7....4...5....3.9..6.7.......1..9.5....82.439........4..,749532861356178249821694573968417352415329786273856194134985627682743915597261438,24,6.3,Expert
..87..6..7.....4......18...2..8..5..6.5.3..2.9...2..8.....53..7.....6...4.91....5,528794613791362458346518972214879536685431729973625184162953847857246391439187265,25,6.3,Expert
.......7.45.72.9.......93..6..9...4.1....58........5.9..2......9.1..6.8..8...3..1,869531274453728916217649358635982147194375862728164539342817695971256483586493721,24,6.1,Expert
...1..3..37...52....5.....9.3.8.....51.4....3.....6.7.9...627...23..........4..9.,269184357374695218185237469436871925517429683892356174948562731723918546651743892,24,6.3,Expert
...6...9......7..3.2...31...9..7.....3...5..8...3.......2.6......8..16.76..8.4.51,314682795569417283827953146495178362736295418281346579152769834948531627673824951,24,5.6,Expert
..6...5..78...3.2......4..1..9.....62.7....3.8..1..29.....5.6.....29.7....2..7...,426918573781563924395724861539472186217689435864135297978351642143296758652847319,24,6.2,Expert
...1....83...52......8..5......3..21.619.....5.8.2......9.1...5.7....64..5.....7.,425193768387652914916874532794536821261948357538721496649317285173285649852469173,24,5.6,Expert
.516.4...7.....1...9..72..6...5...61..6..9..5..........8.....43.1.3...8.9.3.4....,251634978764958132398172456849523761176489325532716894687291543415367289923845617,25,5.9,Expert
...5....6....3.....14...7..5.3....64.9.4..........5...9..7..8...4...29...21..8.5.,387524196659137428214689735573891264192463587468275319935716842846352971721948653,23,5.6,Expert
......89..5...6.....9.8...47.8...5.92.1.........7..1.....8.4.17...1..6..6...37...,326471895854396721179285364748612539231958476965743182593864217487129653612537948,24,6.2,Expert
28.........4.2.7........39......8.6..6.47....52......8.....7.133...8...9....56.2.,281739456934625781675841392493518267168472935527963148846297513352184679719356824,24,5.6,Expert
.........4..8.1....1..4..2.3..9..7..5...1...3.8..5...9..2...1.77.4.9.....9..6.3..,863529471425871936917346528346982715579614283281753649652438197734195862198267354,24,5.7,Expert
..64..2..9...6..3.8..3.7..........61..4.5....2.....8.5.2...36.....8.6....792.....,736481259941562738852397416385724961194658327267139845528913674413876592679245183,24,5.9,Expert
......1.9.1.4...7...86...2..7.81.9.....945.....1.6..8...5.2.64....5.....84....7..,453278169612493875798651423574812936386945217921367584135729648267584391849136752,26,5.6,Expert
....2......81.3.46.......13...764..2..9.8....5.....7...96.5........7....8..436...,413625897728193546965847213381764952679582431542319768196258374234971685857436129,24,6.3,Expert
8...4.9.7...2....4.......8...7...2.....5.18...9..3.1...1....39.3...8..2.6........,826345917971268534534917682157894263263571849498632175712456398345189726689723451,22,6.7,Expert
5....34..72.....81......3...8.5..........4.1.6.4.....927.3.........86.5.....9...7,518673492723945681469218375182569734397824516654137829276351948941786253835492167,23,6.3,Expert
........39.5.......3..6.25....1.......45..9..18.63.....2..8...1.7..4..8.......62.,246857193915423768837961254752194836364578912189632475623789541571246389498315627,23,5.9,Expert
15..8.7....9...8.....32.51..6.....4...8.76...2..1......4.5...2.....6....6...9...8,154689732329751864786324519561938247438276195297145683843517926972863451615492378,24,5.8,Expert
....812.....3....6.8...6.915..2..91...71.3.4.....5....13.7...8...8.32...4........,645981237219347856783526491564278913897163542321459768132794685958632174476815329,26,5.9,Expert
...4....67.6....4543...2......9.1....6.3....8.7...4.3...7...8...5..1....1...2.7..,215497386796138245438652917382961574964375128571284639627543891853719462149826753,24,6.2,Expert
...9...4..1.....8...9...3.61..5..7..2.8..3.6..6..7...2.5...18.....34..2.....8.6.4,632958147715634289849127356194562738278413965563879412456291873987346521321785694,26,6.0,Expert
....7..4...94..5...7.......8.5.632....3.5........24..5....36.....7....185.....6.4,652378149389412567174695823845963271923751486716824935498136752267549318531287694,24,7.4,Expert
8...2...6.5.1..2......6..5....9...75.74....18.15.......6.8...23..........9...38.4,839725146456139287127468359283941675674352918915687432561894723348276591792513864,25,5.8,Expert
.............8..2.21...79.81..7.5.9..4...8.1..8.4..3.25..9.........64...3.1...4..,658239147497581623213647958136725894742398516985416372564973281829164735371852469,25,5.7,Expert
....6.92..6.25.......1.78....8.7.....97..3..55.6.........61.....2....1......8..4.,175468923863259471942137856218576394497823615536941287789614532324795168651382749,23,7.3,Expert
3.9.1.........86....2....4...39..1..6....45...9.....2....1...86.3..8.27.7..6.....,379416852415728639862395741243957168681234597597861423954172386136589274728643915,24,6.3,Expert
5........1.7.93.....9..67.........43.54....9.....6985.8....7...6...3...2.4...25..,528741936167893425439256718986175243754328691213469857892517364675934182341682579,25,6.2,Expert
....3815.......6.35...1...71..9...7...8..7.....4.8....6.......9..5...3.8...6..2..,769238154841579623523416987136945872258367491974182536612853749495721368387694215,23,5.9,Expert
354.9.........6...7..1..8....53.1.7..8.....5.......1.494....7..26...9.4.....8....,354897612812536497796142835425361978189274356637958124943625781268719543571483269,24,5.6,Expert
27...8.4...94......6...9.83....3...1..46.1.5.....7.6.....2....85.....7....8....9.,275318946389465217461729583896532471734691852152874639947253168513986724628147395,24,5.9,Expert
.2...6...6......5....4....1...32.4..31...7.....7.8....5..1..2...6....7..1..2..9.3,921856374634712859785493621856321497319647582247589136593174268462938715178265943,23,6.6,Expert
.3.....529..83..1.5.1..2..93.8........7.5..8....4........5..6..1...93..5.........,836149752972835416541762839318927564427356981659418327293571648184693275765284193,23,7.2,Expert
...........5.7...31.....47....8...396...137..4....6.......4..6..3.2......2..6.5..,347195286265478193189632475712854639658913724493726851871549362536281947924367518,22,5.8,Expert
.8......7..26.3....6..8..5......74.8....1..3..9.4.....5.....8..4..9...6.6....2..3,384195627952673184167284359216357498745819236893426571539761842421938765678542913,23,5.6,Expert
54...68.....1............346.....2.......1.8.27..9...546..5.9...8......7..34.....,541736892832149756796825134619584273354271689278693415467358921185962347923417568,23,7.6,Expert
.7....2.9.....3.6.6.92.7......5.6..7...4...2..1..29..4.8...29....7.......4..8....,174658239852943761639217485428536197395471826716829354581762943267394518943185672,24,5.9,Expert
